5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,1,100
04/10/2015 00:00,3,1,100
04/10/2015 00:05,12,1,100
04/10/2015 00:10,4,1,100
04/10/2015 00:15,9,1,100
04/10/2015 00:20,5,1,100
04/10/2015 00:25,14,1,100
04/10/2015 00:30,4,1,100
04/10/2015 00:35,4,1,100
04/10/2015 00:40,8,1,100
04/10/2015 00:45,8,1,100
04/10/2015 00:50,11,1,100
04/10/2015 00:55,5,1,100
04/10/2015 01:00,9,1,100
04/10/2015 01:05,6,1,100
04/10/2015 01:10,7,1,100
04/10/2015 01:15,10,1,100
04/10/2015 01:20,7,1,100
04/10/2015 01:25,7,1,100
04/10/2015 01:30,10,1,100
04/10/2015 01:35,2,1,100
04/10/2015 01:40,6,1,100
04/10/2015 01:45,8,1,100
04/10/2015 01:50,3,1,100
04/10/2015 01:55,2,1,100
04/10/2015 02:00,3,1,100
04/10/2015 02:05,4,1,100
04/10/2015 02:10,5,1,100
04/10/2015 02:15,11,1,100
04/10/2015 02:20,1,1,100
04/10/2015 02:25,6,1,100
04/10/2015 02:30,7,1,100
04/10/2015 02:35,5,1,100
04/10/2015 02:40,3,1,100
04/10/2015 02:45,8,1,100
04/10/2015 02:50,6,1,100
04/10/2015 02:55,5,1,100
04/10/2015 03:00,2,1,100
04/10/2015 03:05,5,1,100
04/10/2015 03:10,3,1,100
04/10/2015 03:15,4,1,100
04/10/2015 03:20,2,1,100
04/10/2015 03:25,7,1,100
04/10/2015 03:30,3,1,100
04/10/2015 03:35,2,1,100
04/10/2015 03:40,0,1,100
04/10/2015 03:45,4,1,100
04/10/2015 03:50,5,1,100
04/10/2015 03:55,2,1,100
04/10/2015 04:00,4,1,100
04/10/2015 04:05,3,1,100
04/10/2015 04:10,3,1,100
04/10/2015 04:15,4,1,100
04/10/2015 04:20,6,1,100
04/10/2015 04:25,3,1,100
04/10/2015 04:30,2,1,100
04/10/2015 04:35,5,1,100
04/10/2015 04:40,3,1,100
04/10/2015 04:45,2,1,100
04/10/2015 04:50,1,1,100
04/10/2015 04:55,3,1,100
04/10/2015 05:00,5,1,100
04/10/2015 05:05,2,1,100
04/10/2015 05:10,1,1,100
04/10/2015 05:15,4,1,100
04/10/2015 05:20,5,1,100
04/10/2015 05:25,3,1,100
04/10/2015 05:30,7,1,100
04/10/2015 05:35,1,1,100
04/10/2015 05:40,1,1,100
04/10/2015 05:45,4,1,100
04/10/2015 05:50,2,1,100
04/10/2015 05:55,5,1,100
04/10/2015 06:00,3,1,100
04/10/2015 06:05,8,1,100
04/10/2015 06:10,3,1,100
04/10/2015 06:15,7,1,100
04/10/2015 06:20,5,1,100
04/10/2015 06:25,7,1,100
04/10/2015 06:30,16,1,100
04/10/2015 06:35,19,1,100
04/10/2015 06:40,12,1,100
04/10/2015 06:45,13,1,100
04/10/2015 06:50,15,1,100
04/10/2015 06:55,24,1,100
04/10/2015 07:00,14,1,100
04/10/2015 07:05,13,1,100
04/10/2015 07:10,17,1,100
04/10/2015 07:15,15,1,100
04/10/2015 07:20,20,1,100
04/10/2015 07:25,17,1,100
04/10/2015 07:30,11,1,100
04/10/2015 07:35,26,1,100
04/10/2015 07:40,27,1,100
04/10/2015 07:45,23,1,100
04/10/2015 07:50,36,1,100
04/10/2015 07:55,36,1,100
04/10/2015 08:00,36,1,100
04/10/2015 08:05,27,1,100
04/10/2015 08:10,28,1,100
04/10/2015 08:15,27,1,100
04/10/2015 08:20,27,1,100
04/10/2015 08:25,26,1,100
04/10/2015 08:30,36,1,100
04/10/2015 08:35,27,1,100
04/10/2015 08:40,25,1,100
04/10/2015 08:45,33,1,100
04/10/2015 08:50,38,1,100
04/10/2015 08:55,30,1,100
04/10/2015 09:00,42,1,100
04/10/2015 09:05,30,1,100
04/10/2015 09:10,28,1,100
04/10/2015 09:15,37,1,100
04/10/2015 09:20,27,1,100
04/10/2015 09:25,48,1,100
04/10/2015 09:30,26,1,100
04/10/2015 09:35,28,1,100
04/10/2015 09:40,34,1,100
04/10/2015 09:45,28,1,100
04/10/2015 09:50,32,1,100
04/10/2015 09:55,46,1,100
04/10/2015 10:00,30,1,100
04/10/2015 10:05,24,1,100
04/10/2015 10:10,32,1,100
04/10/2015 10:15,36,1,100
04/10/2015 10:20,20,1,100
04/10/2015 10:25,37,1,100
04/10/2015 10:30,39,1,100
04/10/2015 10:35,22,1,100
04/10/2015 10:40,32,1,100
04/10/2015 10:45,28,1,100
04/10/2015 10:50,25,1,100
04/10/2015 10:55,39,1,100
04/10/2015 11:00,32,1,100
04/10/2015 11:05,14,1,100
04/10/2015 11:10,34,1,100
04/10/2015 11:15,24,1,100
04/10/2015 11:20,25,1,100
04/10/2015 11:25,29,1,100
04/10/2015 11:30,27,1,100
04/10/2015 11:35,12,1,100
04/10/2015 11:40,35,1,100
04/10/2015 11:45,29,1,100
04/10/2015 11:50,29,1,100
04/10/2015 11:55,33,1,100
04/10/2015 12:00,22,1,100
04/10/2015 12:05,26,1,100
04/10/2015 12:10,44,1,100
04/10/2015 12:15,43,1,100
04/10/2015 12:20,27,1,100
04/10/2015 12:25,29,1,100
04/10/2015 12:30,29,1,100
04/10/2015 12:35,20,1,100
04/10/2015 12:40,20,1,100
04/10/2015 12:45,18,1,100
04/10/2015 12:50,14,1,100
04/10/2015 12:55,20,1,100
04/10/2015 13:00,19,1,100
04/10/2015 13:05,18,1,100
04/10/2015 13:10,23,1,100
04/10/2015 13:15,14,1,100
04/10/2015 13:20,15,1,100
04/10/2015 13:25,12,1,100
04/10/2015 13:30,15,1,100
04/10/2015 13:35,10,1,100
04/10/2015 13:40,18,1,100
04/10/2015 13:45,18,1,100
04/10/2015 13:50,16,1,100
04/10/2015 13:55,17,1,100
04/10/2015 14:00,16,1,100
04/10/2015 14:05,16,1,100
04/10/2015 14:10,15,1,100
04/10/2015 14:15,17,1,100
04/10/2015 14:20,18,1,100
04/10/2015 14:25,13,1,100
04/10/2015 14:30,17,1,100
04/10/2015 14:35,29,1,100
04/10/2015 14:40,20,1,100
04/10/2015 14:45,14,1,100
04/10/2015 14:50,13,1,100
04/10/2015 14:55,17,1,100
04/10/2015 15:00,19,1,100
04/10/2015 15:05,19,1,100
04/10/2015 15:10,13,1,100
04/10/2015 15:15,10,1,100
04/10/2015 15:20,16,1,100
04/10/2015 15:25,14,1,100
04/10/2015 15:30,14,1,100
04/10/2015 15:35,22,1,100
04/10/2015 15:40,17,1,100
04/10/2015 15:45,16,1,100
04/10/2015 15:50,20,1,100
04/10/2015 15:55,19,1,100
04/10/2015 16:00,14,1,100
04/10/2015 16:05,22,1,100
04/10/2015 16:10,15,1,100
04/10/2015 16:15,17,1,100
04/10/2015 16:20,16,1,100
04/10/2015 16:25,17,1,100
04/10/2015 16:30,18,1,100
04/10/2015 16:35,16,1,100
04/10/2015 16:40,25,1,100
04/10/2015 16:45,20,1,100
04/10/2015 16:50,15,1,100
04/10/2015 16:55,20,1,100
04/10/2015 17:00,21,1,100
04/10/2015 17:05,14,1,100
04/10/2015 17:10,11,1,100
04/10/2015 17:15,15,1,100
04/10/2015 17:20,18,1,100
04/10/2015 17:25,15,1,100
04/10/2015 17:30,29,1,100
04/10/2015 17:35,18,1,100
04/10/2015 17:40,17,1,100
04/10/2015 17:45,19,1,100
04/10/2015 17:50,15,1,100
04/10/2015 17:55,18,1,100
04/10/2015 18:00,10,1,100
04/10/2015 18:05,12,1,100
04/10/2015 18:10,24,1,100
04/10/2015 18:15,20,1,100
04/10/2015 18:20,16,1,100
04/10/2015 18:25,16,1,100
04/10/2015 18:30,25,1,100
04/10/2015 18:35,18,1,100
04/10/2015 18:40,22,1,100
04/10/2015 18:45,37,1,100
04/10/2015 18:50,10,1,100
04/10/2015 18:55,25,1,100
04/10/2015 19:00,17,1,100
04/10/2015 19:05,25,1,100
04/10/2015 19:10,30,1,100
04/10/2015 19:15,17,1,100
04/10/2015 19:20,31,1,100
04/10/2015 19:25,20,1,100
04/10/2015 19:30,18,1,100
04/10/2015 19:35,21,1,100
04/10/2015 19:40,21,1,100
04/10/2015 19:45,29,1,100
04/10/2015 19:50,12,1,100
04/10/2015 19:55,21,1,100
04/10/2015 20:00,19,1,100
04/10/2015 20:05,28,1,100
04/10/2015 20:10,27,1,100
04/10/2015 20:15,20,1,100
04/10/2015 20:20,20,1,100
04/10/2015 20:25,27,1,100
04/10/2015 20:30,29,1,100
04/10/2015 20:35,20,1,100
04/10/2015 20:40,24,1,100
04/10/2015 20:45,24,1,100
04/10/2015 20:50,21,1,100
04/10/2015 20:55,30,1,100
04/10/2015 21:00,22,1,100
04/10/2015 21:05,28,1,100
04/10/2015 21:10,23,1,100
04/10/2015 21:15,21,1,100
04/10/2015 21:20,15,1,100
04/10/2015 21:25,33,1,100
04/10/2015 21:30,17,1,100
04/10/2015 21:35,20,1,100
04/10/2015 21:40,31,1,100
04/10/2015 21:45,31,1,100
04/10/2015 21:50,15,1,100
04/10/2015 21:55,4,1,100
04/10/2015 22:00,17,1,100
04/10/2015 22:05,18,1,100
04/10/2015 22:10,12,1,100
04/10/2015 22:15,17,1,100
04/10/2015 22:20,8,1,100
04/10/2015 22:25,15,1,100
04/10/2015 22:30,19,1,100
04/10/2015 22:35,7,1,100
04/10/2015 22:40,11,1,100
04/10/2015 22:45,7,1,100
04/10/2015 22:50,8,1,100
04/10/2015 22:55,10,1,100
04/10/2015 23:00,10,1,100
04/10/2015 23:05,9,1,100
04/10/2015 23:10,6,1,100
04/10/2015 23:15,2,1,100
04/10/2015 23:20,11,1,100
04/10/2015 23:25,8,1,100
04/10/2015 23:30,6,1,100
04/10/2015 23:35,8,1,100
04/10/2015 23:40,8,1,100
04/10/2015 23:45,5,1,100
04/10/2015 23:50,9,1,100
04/10/2015 23:55,5,1,100
05/10/2015 00:00,6,1,100
05/10/2015 00:05,10,1,100
05/10/2015 00:10,11,1,100
05/10/2015 00:15,6,1,100
05/10/2015 00:20,6,1,100
05/10/2015 00:25,5,1,100
05/10/2015 00:30,6,1,100
05/10/2015 00:35,6,1,100
05/10/2015 00:40,4,1,100
05/10/2015 00:45,5,1,100
05/10/2015 00:50,15,1,100
05/10/2015 00:55,2,1,100
05/10/2015 01:00,6,1,100
05/10/2015 01:05,3,1,100
05/10/2015 01:10,9,1,100
05/10/2015 01:15,5,1,100
05/10/2015 01:20,10,1,100
05/10/2015 01:25,8,1,100
05/10/2015 01:30,1,1,100
05/10/2015 01:35,7,1,100
05/10/2015 01:40,4,1,100
05/10/2015 01:45,3,1,100
05/10/2015 01:50,6,1,100
05/10/2015 01:55,7,1,100
05/10/2015 02:00,7,1,100
05/10/2015 02:05,2,1,100
05/10/2015 02:10,4,1,100
05/10/2015 02:15,5,1,100
05/10/2015 02:20,4,1,100
05/10/2015 02:25,3,1,100
05/10/2015 02:30,2,1,100
05/10/2015 02:35,7,1,100
05/10/2015 02:40,7,1,100
05/10/2015 02:45,4,1,100
05/10/2015 02:50,5,1,100
05/10/2015 02:55,2,1,100
05/10/2015 03:00,9,1,100
05/10/2015 03:05,2,1,100
05/10/2015 03:10,3,1,100
05/10/2015 03:15,3,1,100
05/10/2015 03:20,1,1,100
05/10/2015 03:25,6,1,100
05/10/2015 03:30,3,1,100
05/10/2015 03:35,5,1,100
05/10/2015 03:40,3,1,100
05/10/2015 03:45,2,1,100
05/10/2015 03:50,4,1,100
05/10/2015 03:55,2,1,100
05/10/2015 04:00,3,1,100
05/10/2015 04:05,3,1,100
05/10/2015 04:10,6,1,100
05/10/2015 04:15,4,1,100
05/10/2015 04:20,1,1,100
05/10/2015 04:25,1,1,100
05/10/2015 04:30,1,1,100
05/10/2015 04:35,6,1,100
05/10/2015 04:40,3,1,100
05/10/2015 04:45,1,1,100
05/10/2015 04:50,3,1,100
05/10/2015 04:55,3,1,100
05/10/2015 05:00,3,1,100
05/10/2015 05:05,1,1,100
05/10/2015 05:10,1,1,100
05/10/2015 05:15,4,1,100
05/10/2015 05:20,1,1,100
05/10/2015 05:25,2,1,100
05/10/2015 05:30,2,1,100
05/10/2015 05:35,5,1,100
05/10/2015 05:40,3,1,100
05/10/2015 05:45,2,1,100
05/10/2015 05:50,6,1,100
05/10/2015 05:55,4,1,100
05/10/2015 06:00,7,1,100
05/10/2015 06:05,4,1,100
05/10/2015 06:10,7,1,100
05/10/2015 06:15,8,1,100
05/10/2015 06:20,3,1,100
05/10/2015 06:25,15,1,100
05/10/2015 06:30,16,1,100
05/10/2015 06:35,5,1,100
05/10/2015 06:40,12,1,100
05/10/2015 06:45,18,1,100
05/10/2015 06:50,25,1,100
05/10/2015 06:55,17,1,100
05/10/2015 07:00,16,1,100
05/10/2015 07:05,30,1,100
05/10/2015 07:10,13,1,100
05/10/2015 07:15,15,1,100
05/10/2015 07:20,26,1,100
05/10/2015 07:25,16,1,100
05/10/2015 07:30,38,1,100
05/10/2015 07:35,15,1,100
05/10/2015 07:40,21,1,100
05/10/2015 07:45,36,1,100
05/10/2015 07:50,34,1,100
05/10/2015 07:55,20,1,100
05/10/2015 08:00,25,1,100
05/10/2015 08:05,21,1,100
05/10/2015 08:10,25,1,100
05/10/2015 08:15,31,1,100
05/10/2015 08:20,24,1,100
05/10/2015 08:25,29,1,100
05/10/2015 08:30,34,1,100
05/10/2015 08:35,19,1,100
05/10/2015 08:40,26,1,100
05/10/2015 08:45,32,1,100
05/10/2015 08:50,22,1,100
05/10/2015 08:55,26,1,100
05/10/2015 09:00,35,1,100
05/10/2015 09:05,26,1,100
05/10/2015 09:10,35,1,100
05/10/2015 09:15,28,1,100
05/10/2015 09:20,34,1,100
05/10/2015 09:25,41,1,100
05/10/2015 09:30,39,1,100
05/10/2015 09:35,31,1,100
05/10/2015 09:40,29,1,100
05/10/2015 09:45,30,1,100
05/10/2015 09:50,36,1,100
05/10/2015 09:55,39,1,100
05/10/2015 10:00,29,1,100
05/10/2015 10:05,49,1,100
05/10/2015 10:10,34,1,100
05/10/2015 10:15,21,1,100
05/10/2015 10:20,33,1,100
05/10/2015 10:25,25,1,100
05/10/2015 10:30,29,1,100
05/10/2015 10:35,27,1,100
05/10/2015 10:40,27,1,100
05/10/2015 10:45,28,1,100
05/10/2015 10:50,32,1,100
05/10/2015 10:55,42,1,100
05/10/2015 11:00,27,1,100
05/10/2015 11:05,36,1,100
05/10/2015 11:10,29,1,100
05/10/2015 11:15,18,1,100
05/10/2015 11:20,38,1,100
05/10/2015 11:25,24,1,100
05/10/2015 11:30,21,1,100
05/10/2015 11:35,33,1,100
05/10/2015 11:40,30,1,100
05/10/2015 11:45,21,1,100
05/10/2015 11:50,12,1,100
05/10/2015 11:55,27,1,100
05/10/2015 12:00,23,1,100
05/10/2015 12:05,22,1,100
05/10/2015 12:10,18,1,100
05/10/2015 12:15,28,1,100
05/10/2015 12:20,28,1,100
05/10/2015 12:25,28,1,100
05/10/2015 12:30,27,1,100
05/10/2015 12:35,25,1,100
05/10/2015 12:40,27,1,100
05/10/2015 12:45,18,1,100
05/10/2015 12:50,29,1,100
05/10/2015 12:55,26,1,100
05/10/2015 13:00,28,1,100
05/10/2015 13:05,28,1,100
05/10/2015 13:10,26,1,100
05/10/2015 13:15,29,1,100
05/10/2015 13:20,26,1,100
05/10/2015 13:25,28,1,100
05/10/2015 13:30,26,1,100
05/10/2015 13:35,24,1,100
05/10/2015 13:40,21,1,100
05/10/2015 13:45,26,1,100
05/10/2015 13:50,30,1,100
05/10/2015 13:55,26,1,100
05/10/2015 14:00,18,1,100
05/10/2015 14:05,23,1,100
05/10/2015 14:10,35,1,100
05/10/2015 14:15,26,1,100
05/10/2015 14:20,28,1,100
05/10/2015 14:25,26,1,100
05/10/2015 14:30,23,1,100
05/10/2015 14:35,32,1,100
05/10/2015 14:40,24,1,100
05/10/2015 14:45,20,1,100
05/10/2015 14:50,21,1,100
05/10/2015 14:55,26,1,100
05/10/2015 15:00,26,1,100
05/10/2015 15:05,23,1,100
05/10/2015 15:10,25,1,100
05/10/2015 15:15,31,1,100
05/10/2015 15:20,24,1,100
05/10/2015 15:25,26,1,100
05/10/2015 15:30,15,1,100
05/10/2015 15:35,27,1,100
05/10/2015 15:40,30,1,100
05/10/2015 15:45,27,1,100
05/10/2015 15:50,26,1,100
05/10/2015 15:55,22,1,100
05/10/2015 16:00,30,1,100
05/10/2015 16:05,25,1,100
05/10/2015 16:10,27,1,100
05/10/2015 16:15,21,1,100
